stop_code,stop_name,stop_lat,stop_lon
0010,Langdon at N Park,43.075933,-89.400154
E100,E Washington at East High,43.096625,-89.353789
W200,Regent at West High,43.068056,-89.427955
W299,Regent at West High,43.067841,-89.427585
M600,S Gammon at Memorial High,43.063995,-89.502396
M601,Mid Town at Province Hill,43.031425,-89.51704
0107,S Park at W Olin,43.054383,-89.396533
L700,Pflaum at Lafollette High,43.062197,-89.320103
1100,E Mifflin at N Pinckney,43.076028,-89.384661
1101,W Main at S Carroll,43.073297,-89.383773
1105,Milwaukee at Walter,43.098067,-89.326187
1116,Fordem at Lakewood,43.096657,-89.363804
1121,E Johnson at N Livingston,43.082937,-89.378175
1122,N Sherman at Oxford,43.11014,-89.363978
1131,E Johnson at N Third,43.097012,-89.358407
1137,Milwaukee at Corry,43.099888,-89.34466
1138,E Gorham at N Blair,43.081202,-89.382769
0115,N Park at Regent,43.067983,-89.400724
1150,E Wilson at S Blair,43.076186,-89.376179
1151,E Johnson at N Paterson,43.084548,-89.37584
1153,Walter at Dawes,43.095569,-89.326524
1156,N Sherman at Commercial,43.106953,-89.364055
1157,N Baldwin at Sherman,43.091942,-89.372674
1160,E Johnson at N Fourth,43.098059,-89.357418
1163,W Washington at S Carroll,43.073655,-89.385427
1167,Jenifer at S Livingston,43.077867,-89.369993
1169,Atwood at Walter,43.089707,-89.329817
1177,Fordem at Lakewood,43.096916,-89.363631
1188,Winnebago at Atwood,43.091791,-89.355523
1190,Jenifer at S Brearly,43.080238,-89.367028
1194,Jenifer at S Livingston,43.077751,-89.370536
E949,Sycamore at Wayridge,43.113749,-89.299929
E958,Sycamore at Wayridge,43.113928,-89.300609
E961,Mendota at Sycamore,43.114056,-89.315049
E963,Mendota at Duncan,43.116137,-89.317725
E966,Mendota at Hoover,43.117912,-89.320403
E967,Mendota at Hoover,43.117929,-89.320069
E968,Mendota at Duncan,43.116101,-89.318059
E970,Mendota at Sycamore,43.113986,-89.315344
E974,Sycamore at N Thompson,43.113996,-89.296495
1206,Milwaukee at Leon,43.098597,-89.329459
1208,Williamson at Rogers,43.087361,-89.359231
1209,E Johnson at N Ingersoll,43.08708,-89.372246
0121,W Badger at Fiedler,43.038466,-89.401117
1219,Atwood at Waubesa,43.093781,-89.343728
1220,Milwaukee at N Bryan,43.099882,-89.335459
W230,Oxford at Wellesley,43.082649,-89.438129
W232,Oxford at Bowdoin,43.081968,-89.441327
1225,Walter at Atwood,43.089689,-89.329138
1227,E Johnson at N Butler,43.079045,-89.383684
W286,Shorewood at Topping,43.077715,-89.443523
W288,Shorewood at Locust,43.076148,-89.443906
W292,Locust at Highbury,43.076998,-89.448548
1230,E Wilson at S Butler,43.074504,-89.378773
W404,Post at Fish Hatchery,43.026758,-89.413062
W407,Grandview at Kingston,43.029623,-89.431296
W411,Grandview at Brighton,43.032882,-89.430691
W413,Grandview at Thames,43.03452,-89.433097
W418,Grandview at Sandwood,43.026955,-89.430839
W452,Grandview at Brighton,43.032747,-89.431321
1250,E Gorham at N Baldwin,43.089497,-89.369614
1254,N Sherman at Roth,43.11228,-89.363964
1267,E Johnson at N Dickinson,43.090856,-89.366921
1270,Walter at Milwaukee,43.097852,-89.326706
1293,Milwaukee at E Washington,43.100087,-89.348302
1301,North at E Washington,43.100875,-89.349067
1309,Milwaukee at Leon,43.098248,-89.329213
1321,Atwood at S Fair Oaks,43.093582,-89.340691
1325,E Johnson at N Baldwin,43.089622,-89.368749
1329,Sherman at Sherman,43.097097,-89.368002
0133,University at N Breese,43.073275,-89.413154
1333,E Johnson at Fordem,43.093129,-89.363622
1341,N Sherman at Aberg,43.11382,-89.363653
1375,North at Hoard,43.10486,-89.351002
1379,Fordem at McGuire,43.101124,-89.363887
1380,Aberg at Loftsgordan,43.114291,-89.357255
1384,Atwood at Division,43.092854,-89.351681
1391,Atwood at Ohio,43.093675,-89.346679
1394,Commercial at North,43.106929,-89.35163
1397,E Johnson at N Blount,43.082051,-89.37941
1427,Packers at Commercial,43.107091,-89.354359
1435,Commercial at North,43.106714,-89.351445
0146,Fish Hatchery at Midland,43.053981,-89.399186
1462,Milwaukee at N Fair Oaks,43.099808,-89.332508
0147,W Olin at Hickory,43.053872,-89.391782
1472,Winnebago at Riverside,43.088784,-89.357909
1478,Walter at Richard,43.093134,-89.326923
1480,Williamson at S Blount,43.07691,-89.373734
1482,Milwaukee at N Marquette,43.10002,-89.341387
1504,Aberg at Ruskin,43.114329,-89.361825
1505,Jenifer at S Ingersoll,43.081151,-89.365311
1509,Williamson at S Blount,43.07717,-89.372784
1518,North at E Johnson,43.102845,-89.350325
0153,E Olin at Quann,43.052132,-89.38075
1533,Sherman at McGuire,43.101098,-89.365319
1536,Jenifer at S Paterson,43.078985,-89.368807
1559,Jenifer at S Few,43.082421,-89.36352
1561,N Sherman at Roth,43.111841,-89.363667
1577,Sherman at N Thornton,43.094439,-89.369906
1585,Commercial at Packers,43.106715,-89.354273
0161,S Broom at W Doty,43.070146,-89.387071
1615,Jenifer at S Paterson,43.078654,-89.368869
0162,S Park at Meriter,43.065091,-89.400997
1622,Atwood at Oakridge,43.092129,-89.336716
1635,North at E Johnson,43.103454,-89.350324
1636,E Gorham at N Ingersoll,43.08777,-89.373443
1643,Eastwood at Division,43.09254,-89.350706
M430,Williamsburg at Danville,43.023602,-89.484536
M431,Putnam at Sara,43.022882,-89.492048
M433,Williamsburg at Prairie,43.022875,-89.488496
M434,Williamsburg at Prairie,43.02309,-89.488681
M435,Williamsburg at Danville,43.023369,-89.484684
M436,Putnam at Sara,43.023097,-89.492233
1645,Williamson at Rogers,43.087343,-89.358898
0166,Rimrock at John Nolen,43.04649,-89.374805
M603,Tramore at Darien,43.081891,-89.51659
M607,Darien at Tramore,43.081873,-89.516244
1664,E Gorham at N Blount,43.082741,-89.380595
M641,Mid Town at Dewberry,43.031376,-89.522406
M649,Mica at Flagstone,43.025964,-89.528863
M672,Mid Town at Dewberry,43.031591,-89.522209
M678,Mid Town at Province Hill,43.03164,-89.517225
1675,E Johnson at N Fourth,43.098301,-89.35669
M800,Tanglewood at McKee,43.015426,-89.505498
M804,Stonebridge at Mammoth,43.002373,-89.506937
M805,Stonebridge at Avalon,43.00428,-89.506582
M806,Mammoth at East Pass,43.006122,-89.509828
M807,Stonebridge at Drumlin,43.002034,-89.506518
M809,Country Grove at Westbourne,43.010874,-89.513016
M813,Gladstone at Tucson,43.023417,-89.51133
M814,McKenna at Raymond,43.031456,-89.49709
M815,Tucson at Lindemann,43.020193,-89.512399
M818,McKenna at Pilgrim,43.027311,-89.496963
1682,Atwood at Ohio,43.093837,-89.346939
M820,East Pass at Stonebridge,43.006858,-89.508164
M826,East Pass at Woodstone,43.010018,-89.507613
M827,McKee at S High Point,43.015803,-89.518067
M830,S High Point at Stratton,43.018908,-89.518935
M832,S High Point at Raymond,43.025435,-89.518068
M833,Manchester at Tiller,43.008308,-89.492946
M835,East Pass at Tanglewood,43.012285,-89.504593
M836,Gladstone at Tucson,43.023587,-89.511305
M842,Country Grove at Westbourne,43.011285,-89.5133
M843,Fairhaven at Dolphin,43.003543,-89.497554
M844,Maple Grove at Carnwood,43.020255,-89.498916
M845,Canterbury at Waltham,43.025481,-89.502956
M847,Canterbury at Pilgrim,43.028158,-89.502885
M849,Mammoth at Field Crest,43.007329,-89.513147
M852,Lancaster at McKenna,43.022455,-89.503076
M855,McKee at Snowy,43.01576,-89.515279
M857,East Pass at Stonebridge,43.006867,-89.507818
M858,S High Point at Snowmist,43.02171,-89.519
M859,East Pass at Woodstone,43.009839,-89.50739
M863,S High Point at Stratton,43.018631,-89.518465
M864,Tucson at Lindemann,43.020408,-89.512547
M868,Maple Grove at Putnam,43.022708,-89.49887
M869,S High Point at Raymond,43.025659,-89.51792
M870,East Pass at Artic Fox,43.002451,-89.512129
M873,S High Point at Snowmist,43.021711,-89.518704
M874,East Pass at Tanglewood,43.012383,-89.504816
M875,Mammoth at East Pass,43.005899,-89.509975
M876,Fairhaven at Dolphin,43.003758,-89.497172
M877,East Pass at Artic Fox,43.002558,-89.511833
M878,Canterbury at Raymond,43.031408,-89.502124
M880,Canterbury at Pilgrim,43.028023,-89.503181
M882,Canterbury at Waltham,43.025633,-89.503215
M884,Stonebridge at Frosted Leaf,43.004692,-89.506878
M885,Maple Grove at Putnam,43.022843,-89.498574
M886,McKee at Snowy,43.015966,-89.514897
M889,Tiller at Manchester,43.007869,-89.492958
M890,Cosgrove at Tonkinese,43.00522,-89.491685
M891,Field Crest at Mammoth,43.007723,-89.513172
M892,Cosgrove at Dallas,43.004341,-89.494274
M895,Tiller at Cosgrove,43.008041,-89.489801
M896,Country Grove at McKee,43.015521,-89.511566
M897,S High Point at McKee,43.016376,-89.518228
M898,McKee at Muir Field,43.015897,-89.511801
1692,Fordem at McGuire,43.100578,-89.364196
F060,Fish Hatchery at Catalpa,43.041645,-89.404114
1704,E Johnson at N Sixth,43.100618,-89.354007
1707,Fordem at E Johnson,43.093603,-89.363498
1715,N Sherman at Oxford,43.109495,-89.363707
1717,N Sherman at Fordem,43.103622,-89.363835
1718,Atwood at S Fair Oaks,43.093958,-89.341283
0173,W Badger at Cypress,43.03843,-89.397946
L328,Dream at Siggelkow,43.026477,-89.282309
L343,Roanne at Marsh,43.029757,-89.285658
0174,S Park at Fish Hatchery,43.056451,-89.398716
1746,Milwaukee at Corry,43.100112,-89.34503
1748,Milwaukee at Farwell,43.100148,-89.346561
1750,Jenifer at S Few,43.082752,-89.363446
1751,Milwaukee at S Fair Oaks,43.099405,-89.331817
1759,Aberg at Ruskin,43.114105,-89.361072
1766,North at Hoard,43.105084,-89.351397
1767,N Baldwin at E Johnson,43.089783,-89.369317
L703,Cottontail at McLean,43.08002,-89.272384
L714,McLean at Fredericksburg,43.084176,-89.273968
L716,McLean at Cottontail,43.080271,-89.272396
L717,Cottontail at Lynchburg,43.078197,-89.275129
L718,Cottontail at Lynchburg,43.078528,-89.275054
L747,Portland at Walbridge,43.096516,-89.312149
L749,Diamond at Portland,43.097792,-89.307442
L753,Diamond at Crystal,43.097609,-89.303626
L770,Portland at Walbridge,43.096749,-89.312531
L788,Portland at Diamond,43.098195,-89.308046
L792,Diamond at Crystal,43.097959,-89.303823
1780,E Johnson at N First,43.094122,-89.362695
1785,Walter at Hargrove,43.091433,-89.327382
1786,Walter at Dawes,43.095847,-89.326808
1787,S Pinckney at E Main,43.075033,-89.382303
L914,Walbridge at Alvarez,43.099614,-89.313317
L921,Wittwer at Milwaukee,43.09886,-89.310157
L923,Wittwer at Walbridge,43.102728,-89.311274
1798,E Johnson at N Dickinson,43.09091,-89.367254
1809,Walter at Richard,43.093268,-89.326626
0181,S Park at Cedar,43.052252,-89.394806
1812,E Johnson at N Third,43.097057,-89.358741
1830,Winnebago at S First,43.090431,-89.356623
1831,E Johnson at N Blair,43.08079,-89.381201
1834,E Gorham at N Paterson,43.085229,-89.377062
1837,Williamson at S Blair,43.076016,-89.375229
0184,Linden at Henry,43.075227,-89.410055
1843,E Johnson at N First,43.094265,-89.361707
1848,Milwaukee at Starkweather,43.099956,-89.338929
1855,Milwaukee at S Bryan,43.099667,-89.335459
1877,Aberg at N Sherman,43.114124,-89.363344
1878,Jenifer at S Ingersoll,43.081482,-89.365249
1886,Milwaukee at Walter,43.098287,-89.326946
1890,Walter at Hargrove,43.091353,-89.327851
1892,E Johnson at Fordem,43.092789,-89.364524
1894,Atwood at Waubesa,43.093996,-89.343913
1895,Aberg at Loftsgordan,43.114077,-89.357811
1901,Winnebago at S First,43.090439,-89.356277
1919,Milwaukee at Starkweather,43.099741,-89.338744
1922,N Sherman at Aberg,43.113954,-89.36395
1923,N Sherman at Commercial,43.106675,-89.363771
1935,Winnebago at Riverside,43.088632,-89.357687
1944,E Johnson at North,43.103034,-89.350794
1949,E Johnson at N Sixth,43.100287,-89.354069
0195,S Park at Crosswalk,43.04705,-89.393808
1959,Jenifer at S Brearly,43.080193,-89.366695
1963,Atwood at Winnebago,43.091952,-89.354794
1975,Milwaukee at S Marquette,43.099814,-89.34177
1996,E Gorham at N Livingston,43.084003,-89.378804
2007,Observatory at Walnut,43.076436,-89.424388
2014,Lake Mendota at Lot R,43.089239,-89.43376
2018,Eagle Heights at Lot E,43.086293,-89.435043
2023,Marsh at Highland,43.0788,-89.429795
2026,Eagle Heights at Lot F,43.086248,-89.436661
2027,University Bay at Lot 60,43.080259,-89.428067
0203,Rimrock at E Rusk,43.043214,-89.376979
2034,Lake Mendota at Eagle Heights,43.086445,-89.433772
2039,Lake Mendota at Lot N,43.089158,-89.438057
2041,Lake Mendota at University Bay,43.084252,-89.433487
2048,Lake Mendota at University Bay,43.084386,-89.433784
2050,University Bay at Lot 76,43.080886,-89.428351
2053,Walnut at Observatory,43.077045,-89.424906
2054,Eagle Heights at Lot M,43.086668,-89.441612
2061,Lake Mendota at Lot P,43.089784,-89.437007
2070,University at Ridge,43.075065,-89.439054
2071,Lake Mendota at Lot Q,43.090501,-89.435587
2076,Marsh at Lot 76,43.079006,-89.429203
2082,Eagle Heights at Shelter,43.086328,-89.438587
2088,Observatory at Walnut,43.076759,-89.42577
2091,Observatory at Highland,43.076973,-89.428499
2105,Odana at Frederick,43.050928,-89.444318
2112,Monroe at Glenway,43.052792,-89.435692
F221,Eau Claire at Regent,43.069331,-89.463074
2125,Highland at Observatory,43.077349,-89.428844
2131,University Bay at University,43.074207,-89.433585
2133,Mineral Point at S Owen,43.060632,-89.447048
2134,Mineral Point at Toepfer,43.060857,-89.44179
2137,Speedway at Hillcrest,43.064287,-89.433768
F218,Regent at Eau Claire,43.069017,-89.463666
2145,Observatory at Babcock,43.076319,-89.412882
2146,University at Forest,43.072801,-89.421956
2161,Tokay at Hilltop,43.05345,-89.45877
2164,Regent at N Allen,43.06803,-89.424141
0217,S Park at W Washington,43.063668,-89.400528
2171,N Franklin at University,43.073965,-89.436091
2175,Sheboygan at Eau Claire,43.072912,-89.463496
2177,Kendall at Ridge,43.07127,-89.43846
2184,Sheboygan at N Segoe,43.073101,-89.457163
F291,University at N Midvale,43.075108,-89.450497
2192,University at Walnut,43.072425,-89.425511
2195,Observatory at Elm,43.076347,-89.416104
2197,University at Norman,43.082424,-89.475082
F201,Regent at S Whitney,43.067897,-89.467949
2204,Bluff at N Blackhawk,43.069594,-89.446138
2205,Old Middleton at Gettle,43.074143,-89.473804
2213,S Midvale at Odana,43.050399,-89.450858
0222,Fisher at Bram,43.045474,-89.391946
2220,Old Middleton at N Whitney,43.074128,-89.467928
2222,Tokay at Charles,43.053764,-89.454673
2226,Tokay at U W Health,43.053795,-89.470395
2231,Speedway at S Franklin,43.06246,-89.436187
2236,Old Middleton at Gettle,43.074358,-89.473804
2240,Marsh at Lot 60,43.078988,-89.426659
2250,Mineral Point at S Segoe,43.060997,-89.458083
0226,Regent at La Mariposa,43.067821,-89.39749
2263,Mineral Point at S Midvale,43.060712,-89.450628
2264,Bluff at Crosswalk,43.070311,-89.442139
2265,Odana at Huron,43.051269,-89.439554
2267,Observatory at Colwood,43.076382,-89.420425
2274,Tokay at Hilltop,43.053772,-89.4584
2323,Tokay at S Segoe,43.053483,-89.466002
F237,N Midvale at Regent,43.068501,-89.45089
2338,S Segoe at Regent,43.068733,-89.454754
F245,Old Middleton at N Highlands,43.079871,-89.480488
2346,S Midvale at Midvale School,43.057265,-89.451354
2349,Highland at Marsh,43.078388,-89.430227
F255,Capital at Old Middleton,43.082583,-89.481885
2357,Odana at Anthony,43.05057,-89.447069
F260,Old Middleton at N Highlands,43.080049,-89.480883
F262,N Midvale at Hilldale Row,43.072422,-89.45141
2374,Speedway at S Franklin,43.062845,-89.436064
2376,Sheboygan at Eau Claire,43.073082,-89.46373
2377,Regent at Highland,43.067841,-89.42777
2388,Monroe at Knickerbocker,43.057036,-89.429336
2389,Monroe at Leonard,43.060885,-89.423091
2393,Highland at V A Hospital,43.073822,-89.42861
2395,Sheboygan at N Segoe,43.072904,-89.456953
2398,N Whitney at University,43.075999,-89.467966
F241,S Whitney at Mineral Point,43.061234,-89.471956
0241,Monroe at S Breese,43.066919,-89.413883
0243,John Nolen at Rimrock,43.047242,-89.374681
2433,Odana at S Midvale,43.050077,-89.450611
2442,Observatory at Colwood,43.076606,-89.420808
2470,Speedway at Glenway,43.061037,-89.438532
2473,Highland at Waisman,43.07811,-89.433141
2476,S Midvale at Tokay,43.053237,-89.451365
2487,Regent at S Midvale,43.068036,-89.450705
2491,S Segoe at Richland,43.063674,-89.456393
2494,N Franklin at University,43.073902,-89.436387
2496,Speedway at Hillcrest,43.064502,-89.433867
2497,Monroe at Commonwealth,43.058405,-89.426868
2505,Monroe at Glenway,43.053042,-89.434877
0251,S Park at Erin,43.060167,-89.40053
2519,Mineral Point at Berwyn,43.060799,-89.461292
0252,State at W Gorham,43.07491,-89.391303
2522,S Whitney at Odana,43.049676,-89.473749
2524,Monroe at Leonard,43.060679,-89.423844
2561,University at Highland,43.071996,-89.428227
2566,Monroe at S Prospect,43.063625,-89.419302
2576,University Bay at Marshall,43.0746,-89.433906
2590,S Midvale at Mineral Point,43.06056,-89.451356
2605,University at Walnut,43.072273,-89.424733
2608,Monroe at Spooner,43.065308,-89.416759
2615,Tokay at Charles,43.053451,-89.455055
2620,Highland at Marsh,43.078853,-89.430783
2628,S Segoe at Richland,43.064041,-89.456689
F234,S Midvale at Odana,43.049826,-89.451351
F268,Mineral Point at S Midvale,43.060945,-89.451652
2643,Highland at University,43.072479,-89.428535
F247,Mineral Point at S Segoe,43.060773,-89.457046
2655,S Midvale at Tokay,43.05389,-89.450872
2659,Speedway at Glenway,43.061081,-89.438051
F066,Fish Hatchery at S Park,43.056496,-89.399124
2665,S Whitney at Odana,43.050544,-89.473232
2670,S Whitney at Mineral Point,43.060536,-89.472313
2672,Speedway at Highland,43.06768,-89.429584
2691,Regent at Spooner,43.067725,-89.416364
2693,Regent at S Owen,43.067956,-89.447619
2700,Regent at N Prospect,43.067994,-89.42103
2702,Regent at Vista,43.068056,-89.426437
2709,S Midvale at Midvale School,43.057561,-89.450848
0271,Regent at S Park,43.067544,-89.40049
2711,S Segoe at Mineral Point,43.06114,-89.457293
2717,University at Forest,43.072703,-89.421178
2718,Old Middleton at N Rosa,43.074921,-89.477595
2725,Bluff at Crosswalk,43.070329,-89.441558
0273,Regent at La Mariposa,43.067436,-89.397367
2734,Mineral Point at S Owen,43.060847,-89.447233
2737,Mineral Point at Toepfer,43.060642,-89.441494
0274,W Washington at N Broom,43.071248,-89.389243
F271,N Midvale at Heather,43.071626,-89.450903
2742,Bluff at Ridge,43.071377,-89.439275
2753,Monroe at Chapman,43.055128,-89.431743
2762,Regent at N Owen,43.068171,-89.447236
2770,Highland at Waisman,43.078226,-89.433511
2773,Regent at Vista,43.067824,-89.426054
2775,Bluff at N Blackhawk,43.069379,-89.445953
2787,Old Middleton at N Whitney,43.073886,-89.468088
2790,University at N Whitney,43.076572,-89.467794
F278,S Whitney at Regent,43.067735,-89.468665
2806,University at Princeton,43.073321,-89.418215
F212,N Midvale at University,43.074804,-89.451399
2820,University at University Bay,43.073607,-89.433498
2822,Highland at V A Hospital,43.074458,-89.428968
2829,Mineral Point at Racine,43.060807,-89.465118
2836,Monroe at Chapman,43.05494,-89.432471
2850,Regent at Spooner,43.067958,-89.417191
2856,Monroe at Commonwealth,43.058173,-89.427621
0288,S Park at Erin,43.059621,-89.400999
2881,University Bay at Picnic Point,43.084225,-89.429092
2883,Monroe at Knickerbocker,43.057053,-89.428855
2885,Monroe at Van Buren,43.063983,-89.418327
0289,W Olin at Gilson,43.053844,-89.389869
2890,Mineral Point at Westmorland,43.060848,-89.443506
2892,University at Norman,43.0822,-89.475316
2899,Regent at S Allen,43.067806,-89.423388
2910,Odana at Huron,43.051493,-89.439394
2916,Highland at Observatory,43.076794,-89.42919
2921,University at Princeton,43.073222,-89.417438
2923,University at N Segoe,43.075152,-89.45625
2925,S Whitney at Science,43.056418,-89.472755
2938,University Bay at Picnic Point,43.084145,-89.428759
2939,Tokay at U W Health,43.053473,-89.470482
2945,University at Ridge,43.074573,-89.438473
2949,Regent at S Prospect,43.067779,-89.420845
2965,Kendall at N Franklin,43.071368,-89.436436
2972,Tokay at S Midvale,43.053747,-89.451649
2978,Observatory at Elm,43.076561,-89.416289
0298,Babcock at Linden,43.07529,-89.412894
2980,Mineral Point at Berwyn,43.061005,-89.46102
2984,S Whitney at Science,43.056023,-89.473507
2996,Observatory at Babcock,43.076534,-89.413067
2998,Kendall at N Franklin,43.071583,-89.436621
0300,Erin at S Mills,43.059989,-89.40385
0305,W Olin at Colby,43.052912,-89.383686
3105,Nichols at Monona Center,43.063089,-89.340949
3112,Nichols at McKenna,43.06245,-89.335778
3143,Dean at Shore Acres,43.069197,-89.331585
